,valence,energy,acousticness
12743,0.251,0.736,0.0217
16350,0.416,0.535,0.0267
10494,0.612,0.7390000000000001,0.09
11014,0.139,0.892,0.0971
19029,0.856,0.465,0.0148
5120,0.292,0.3389999999999999,0.6779999999999999
15552,0.341,0.578,0.331
16713,0.5429999999999999,0.434,0.0132
8938,0.238,0.956,0.15
19118,0.629,0.465,0.28
12779,0.433,0.954,0.0133
9472,0.593,0.445,0.074
3662,0.131,0.652,0.316
5603,0.508,0.48,0.0996
21388,0.375,0.706,0.0267
10448,0.586,0.469,0.451
4162,0.49,0.674,0.000361
9114,0.746,0.526,0.3339999999999999
11776,0.0998,0.7809999999999999,0.431
6829,0.624,0.392,0.637
1510,0.525,0.312,0.325
21065,0.6,0.703,0.149
19731,0.612,0.883,0.0409999999999999
15243,0.20599999999999996,0.495,0.1369999999999999
2759,0.257,0.451,0.0475
9552,0.335,0.565,0.0565
2653,0.402,0.638,0.138
12173,0.588,0.4479999999999999,0.591
6850,0.909,0.866,0.13
8350,0.627,0.539,0.0485
9533,0.06440000000000001,0.488,0.179
21025,0.866,0.517,0.00456
12883,0.331,0.595,0.00212
17494,0.7440000000000001,0.795,0.221
17938,0.419,0.335,0.626
11672,0.565,0.451,0.193
6101,0.5329999999999999,0.6759999999999999,0.0279999999999999
17386,0.6709999999999999,0.792,0.191
19312,0.5579999999999999,0.7659999999999999,0.0742
9039,0.51,0.4539999999999999,0.177
21455,0.527,0.594,0.011
1425,0.456,0.764,0.382
17295,0.487,0.409,0.301
9263,0.0605,0.427,0.0546
4122,0.346,0.4379999999999999,0.0309
16987,0.472,0.3389999999999999,0.747
13526,0.465,0.932,0.000665
14866,0.2,0.494,0.0274
9379,0.201,0.302,0.214
12825,0.611,0.912,0.0175
14724,0.594,0.418,0.0227
15175,0.53,0.47,0.49
21127,0.787,0.525,0.0296
542,0.67,0.286,0.5379999999999999
7819,0.647,0.506,0.0228
1588,0.471,0.492,0.03
5499,0.22799999999999998,0.485,0.0806
19814,0.7190000000000001,0.965,0.0105
549,0.508,0.85,0.223
9433,0.594,0.648,0.0772
3102,0.08729999999999999,0.8640000000000001,0.216
11519,0.8640000000000001,0.946,0.0802
48,0.878,0.48,0.8320000000000001
3376,0.275,0.872,0.011
13348,0.14300000000000002,0.295,0.775
3141,0.07350000000000001,0.593,0.000619
15989,0.858,0.778,0.1009999999999999
21109,0.59,0.4379999999999999,0.537
13754,0.346,0.635,0.0363
20217,0.637,0.365,0.00112
16553,0.8490000000000001,0.797,0.408
14104,0.562,0.346,0.0355
3072,0.12,0.5870000000000001,0.516
11700,0.473,0.484,0.478
16885,0.531,0.4639999999999999,0.0236
19778,0.45,0.344,0.1119999999999999
20569,0.522,0.7879999999999999,0.0104
9626,0.6940000000000001,0.444,0.597
15275,0.37,0.605,0.87
9200,0.743,0.22299999999999998,0.0509
11172,0.5489999999999999,0.5579999999999999,0.0988
19799,0.10899999999999999,0.643,0.318
16917,0.586,0.486,0.138
10810,0.805,0.71,0.0138
4113,0.919,0.6779999999999999,0.00135
17158,0.505,0.296,0.738
2574,0.21699999999999997,0.792,0.3329999999999999
4759,0.71,0.8909999999999999,0.0261
12179,0.22399999999999987,0.7040000000000001,0.00509
14494,0.423,0.342,0.073
19172,0.556,0.447,0.0173
7677,0.628,0.372,0.264
6938,0.384,0.46,0.0319
13110,0.336,0.847,2.17e-05
4606,0.476,0.407,0.00303
6516,0.14600000000000002,0.662,0.00752
1240,0.42,0.524,0.0238
14545,0.488,0.385,0.371
18951,0.645,0.416,0.156
16286,0.507,0.487,0.0322
21357,0.65,0.442,0.0102
1229,0.932,0.642,0.5529999999999999
6465,0.312,0.6859999999999999,0.2019999999999999
15865,0.43,0.327,0.22
20820,0.447,0.4479999999999999,0.0158
1655,0.446,0.4529999999999999,0.0367
11676,0.67,0.45,0.237
10341,0.7559999999999999,0.882,0.467
9781,0.37,0.8440000000000001,0.28
947,0.3,0.315,0.447
12687,0.442,0.7829999999999999,0.0171
7198,0.475,0.374,0.0937
456,0.118,0.268,0.5770000000000001
9636,0.597,0.442,0.0841
11936,0.368,0.867,0.0119
5250,0.675,0.7020000000000001,0.296
21467,0.618,0.414,0.0919
4054,0.10999999999999999,0.607,0.106
19636,0.804,0.412,0.8690000000000001
20425,0.4379999999999999,0.465,0.371
6314,0.5870000000000001,0.828,0.0428
7746,0.352,0.621,0.173
10434,0.865,0.6920000000000001,0.128
20918,0.505,0.604,0.0109
11614,0.172,0.49,0.162
16607,0.434,0.512,0.654
17399,0.1989999999999999,0.352,0.585
7860,0.4629999999999999,0.364,0.149
6110,0.312,0.731,0.252
9711,0.629,0.273,0.445
17520,0.877,0.7120000000000001,0.0202
13388,0.326,0.19,0.919
19507,0.967,0.93,0.0557
4894,0.455,0.444,0.73
12824,0.731,0.967,0.000289
16632,0.511,0.301,0.195
438,0.033899999999999986,0.485,0.8340000000000001
5573,0.337,0.415,0.405
11488,0.054300000000000015,0.21599999999999997,0.649
3670,0.09189999999999998,0.8290000000000001,0.00288
